商品ID,日付,販売個数
13,2017-06,900
13,2017-07,1528
13,2017-08,600
13,2017-09,1789
13,2017-10,900
13,2017-11,1868
13,2017-12,2872
13,2018-01,900
13,2018-02,800
13,2018-03,1000
13,2018-04,700
13,2018-05,1189
13,2018-06,800
13,2018-07,800
13,2018-08,700
13,2018-09,1789
13,2018-10,800
13,2018-11,1789
13,2018-12,2876
13,2019-01,800
13,2019-02,1391
13,2019-03,1698
13,2019-04,700
13,2019-05,800
13,2019-06,900
13,2019-07,800
13,2019-08,1189
13,2019-09,700
13,2019-10,800
14,2010-01,243
14,2010-02,225
14,2010-03,190
14,2010-04,415
14,2010-05,171
14,2010-06,200
14,2010-07,413
14,2010-08,143
14,2010-09,175
14,2010-10,184
14,2010-11,216
14,2010-12,606
14,2011-01,483
14,2011-02,224
14,2011-03,195
14,2011-04,160
14,2011-05,155
14,2011-06,181
14,2011-07,191
14,2011-08,190
14,2011-09,349
14,2011-10,377
14,2011-11,233
14,2011-12,698
14,2012-01,246
14,2012-02,265
14,2012-03,248
14,2012-04,218
14,2012-05,338
14,2012-06,217
14,2012-07,195
14,2012-08,426
14,2012-09,199
14,2012-10,214
14,2012-11,247
14,2012-12,249
14,2013-01,276
14,2013-02,695
14,2013-03,267
14,2013-04,203
14,2013-05,235
14,2013-06,461
14,2013-07,271
14,2013-08,520
14,2013-09,483
14,2013-10,262
14,2013-11,289
14,2013-12,725
14,2014-01,238
14,2014-02,248
14,2014-03,154
14,2014-04,197
14,2014-05,205
14,2014-06,185
14,2014-07,489
14,2014-08,235
14,2014-09,247
14,2014-10,266
14,2014-11,266
14,2014-12,704
14,2015-01,284
14,2015-02,319
14,2015-03,436
14,2015-04,211
14,2015-05,191
14,2015-06,209
14,2015-07,226
14,2015-08,220
14,2015-09,423
14,2015-10,275
14,2015-11,237
14,2015-12,555
14,2016-01,230
14,2016-02,439
14,2016-03,181
14,2016-04,167
14,2016-05,273
14,2016-06,184
14,2016-07,362
14,2016-08,355
14,2016-09,520
14,2016-10,206
14,2016-11,207
14,2016-12,473
14,2017-01,196
14,2017-02,198
14,2017-03,178
14,2017-04,170
14,2017-05,307
14,2017-06,169
14,2017-07,164
14,2017-08,255
14,2017-09,153
14,2017-10,187
14,2017-11,198
14,2017-12,629
14,2018-01,366
14,2018-02,187
14,2018-03,174
14,2018-04,145
14,2018-05,149
14,2018-06,157
14,2018-07,263
14,2018-08,339
14,2018-09,153
14,2018-10,164
14,2018-11,338
14,2018-12,327
14,2019-01,300
14,2019-02,311
14,2019-03,292
14,2019-04,145
14,2019-05,148
14,2019-06,292
14,2019-07,151
14,2019-08,165
14,2019-09,153
14,2019-10,150
15,2010-01,354
15,2010-02,400
15,2010-03,1105
15,2010-04,432
15,2010-05,1753
15,2010-06,1237
15,2010-07,1308
15,2010-08,770
15,2010-09,337
15,2010-10,404
15,2010-11,811
15,2010-12,1032
15,2011-01,689
15,2011-02,456
15,2011-03,655
15,2011-04,682
15,2011-05,574
15,2011-06,2389
15,2011-07,1625
15,2011-08,1557
15,2011-09,908
15,2011-10,390
15,2011-11,1053
15,2011-12,1718
15,2012-01,490
15,2012-02,895
15,2012-03,1114
15,2012-04,1226
15,2012-05,807
15,2012-06,1470
15,2012-07,1506
15,2012-08,647
15,2012-09,431
15,2012-10,524
15,2012-11,411
15,2012-12,1419
15,2013-01,416
15,2013-02,1119
15,2013-03,679
15,2013-04,1055
15,2013-05,885
15,2013-06,1420
15,2013-07,1524
15,2013-08,786
15,2013-09,480
15,2013-10,283
15,2013-11,799
15,2013-12,583
15,2014-01,907
15,2014-02,479
15,2014-03,747
15,2014-04,711
15,2014-05,849
15,2014-06,1601
15,2014-07,1698
15,2014-08,1415
15,2014-09,483
15,2014-10,352
15,2014-11,538
15,2014-12,1704
15,2015-01,1057
15,2015-02,675
15,2015-03,1750
15,2015-04,469
15,2015-05,767
15,2015-06,1511
15,2015-07,1424
15,2015-08,1242
15,2015-09,402
15,2015-10,493
15,2015-11,342
15,2015-12,1084
15,2016-01,449
15,2016-02,511
15,2016-03,686
15,2016-04,399
15,2016-05,782
15,2016-06,1446
15,2016-07,1371
15,2016-08,737
15,2016-09,450
15,2016-10,293
15,2016-11,387
15,2016-12,1454
15,2017-01,434
15,2017-02,504
15,2017-03,769
15,2017-04,420
15,2017-05,1658
15,2017-06,1470
15,2017-07,1542
15,2017-08,651
15,2017-09,469
15,2017-10,336
15,2017-11,427
15,2017-12,1528
15,2018-01,956
15,2018-02,547
15,2018-03,816
15,2018-04,482
15,2018-05,882
15,2018-06,1560
15,2018-07,3476
15,2018-08,714
15,2018-09,495
15,2018-10,693
15,2018-11,799
15,2018-12,1385
15,2019-01,515
15,2019-02,582
15,2019-03,916
15,2019-04,534
15,2019-05,901
15,2019-06,3426
15,2019-07,3852
15,2019-08,818
15,2019-09,1024
15,2019-10,376
16,2010-01,1366
16,2010-02,1130
16,2010-03,1016
16,2010-04,1395
16,2010-05,1836
16,2010-06,2128
16,2010-07,2336
16,2010-08,2451
16,2010-09,2618
16,2010-10,2510
16,2010-11,2544
16,2010-12,4888
16,2011-01,2627
16,2011-02,2492
16,2011-03,2848
16,2011-04,2594
16,2011-05,2866
16,2011-06,3037
16,2011-07,3193
16,2011-08,3157
16,2011-09,5926
16,2011-10,3139
16,2011-11,3369
16,2011-12,6862
16,2012-01,3203
16,2012-02,2833
16,2012-03,5690
16,2012-04,4930
16,2012-05,3401
16,2012-06,5940
16,2012-07,3318
16,2012-08,4956
16,2012-09,3178
16,2012-10,2706
16,2012-11,2506
16,2012-12,4265
16,2013-01,2060
16,2013-02,2448
16,2013-03,2438
16,2013-04,1621
16,2013-05,1880
16,2013-06,2108
16,2013-07,2203
16,2013-08,3886
16,2013-09,3683
16,2013-10,2978
16,2013-11,2823
16,2013-12,3071
16,2014-01,2366
16,2014-02,1335
16,2014-03,1577
16,2014-04,1533
16,2014-05,2805
16,2014-06,3063
16,2014-07,1725
16,2014-08,1844
16,2014-09,3161
16,2014-10,1733
16,2014-11,1699
16,2014-12,3677
16,2015-01,1823
16,2015-02,1649
16,2015-03,1966
16,2015-04,1838
16,2015-05,1909
16,2015-06,1977
16,2015-07,1980
16,2015-08,3024
16,2015-09,2061
16,2015-10,1770
16,2015-11,1890
16,2015-12,3774
16,2016-01,2109
16,2016-02,1822
16,2016-03,1884
16,2016-04,3265
16,2016-05,1791
16,2016-06,1699
16,2016-07,1770
16,2016-08,1678
16,2016-09,1697
16,2016-10,1500
16,2016-11,2424
16,2016-12,2334
16,2017-01,1226
16,2017-02,1205
16,2017-03,1592
16,2017-04,2456
16,2017-05,1774
16,2017-06,3233
16,2017-07,3259
16,2017-08,1861
16,2017-09,1822
16,2017-10,1776
16,2017-11,1844
16,2017-12,4213
16,2018-01,1676
16,2018-02,1623
16,2018-03,2044
16,2018-04,1739
16,2018-05,1993
16,2018-06,3394
16,2018-07,1982
16,2018-08,2248
16,2018-09,3856
16,2018-10,3147
16,2018-11,2184
16,2018-12,4069
16,2019-01,2003
16,2019-02,1555
16,2019-03,1703
16,2019-04,1798
16,2019-05,1809
16,2019-06,1499
16,2019-07,3004
16,2019-08,2678
16,2019-09,1462
16,2019-10,1449
17,2010-01,294
17,2010-02,102
17,2010-03,140
17,2010-04,138
17,2010-05,141
17,2010-06,362
17,2010-07,182
17,2010-08,173
17,2010-09,240
17,2010-10,473
17,2010-11,244
17,2010-12,388
17,2011-01,179
17,2011-02,178
17,2011-03,224
17,2011-04,180
17,2011-05,403
17,2011-06,223
17,2011-07,197
17,2011-08,209
17,2011-09,319
17,2011-10,194
17,2011-11,188
17,2011-12,382
17,2012-01,166
17,2012-02,453
17,2012-03,192
17,2012-04,135
17,2012-05,135
17,2012-06,156
17,2012-07,282
17,2012-08,356
17,2012-09,206
17,2012-10,423
17,2012-11,143
17,2012-12,415
17,2013-01,201
17,2013-02,399
17,2013-03,218
17,2013-04,342
17,2013-05,350
17,2013-06,348
17,2013-07,326
17,2013-08,285
17,2013-09,340
17,2013-10,156
17,2013-11,288
17,2013-12,118
17,2014-01,121
17,2014-02,127
17,2014-03,243
17,2014-04,146
17,2014-05,156
17,2014-06,151
17,2014-07,169
17,2014-08,138
17,2014-09,178
17,2014-10,426
17,2014-11,175
17,2014-12,424
17,2015-01,156
17,2015-02,149
17,2015-03,180
17,2015-04,162
17,2015-05,156
17,2015-06,251
17,2015-07,297
17,2015-08,138
17,2015-09,170
17,2015-10,332
17,2015-11,141
17,2015-12,290
17,2016-01,129
17,2016-02,130
17,2016-03,148
17,2016-04,286
17,2016-05,138
17,2016-06,156
17,2016-07,178
17,2016-08,161
17,2016-09,181
17,2016-10,330
17,2016-11,338
17,2016-12,248
17,2017-01,145
17,2017-02,162
17,2017-03,166
17,2017-04,135
17,2017-05,234
17,2017-06,294
17,2017-07,126
17,2017-08,150
17,2017-09,144
17,2017-10,246
17,2017-11,153
17,2017-12,263
17,2018-01,107
17,2018-02,112
17,2018-03,165
17,2018-04,113
17,2018-05,219
17,2018-06,259
17,2018-07,232
17,2018-08,222
17,2018-09,437
17,2018-10,234
17,2018-11,240
17,2018-12,465
17,2019-01,374
17,2019-02,222
17,2019-03,245
17,2019-04,382
17,2019-05,230
17,2019-06,247
17,2019-07,260
17,2019-08,234
17,2019-09,233
17,2019-10,265
18,2010-01,208
18,2010-02,274
18,2010-03,339
18,2010-04,341
18,2010-05,332
18,2010-06,966
18,2010-07,446
18,2010-08,525
18,2010-09,434
18,2010-10,479
18,2010-11,491
18,2010-12,1052
18,2011-01,644
18,2011-02,430
18,2011-03,577
18,2011-04,422
18,2011-05,414
18,2011-06,902
18,2011-07,1063
18,2011-08,676
18,2011-09,480
18,2011-10,385
18,2011-11,397
18,2011-12,735
18,2012-01,299
18,2012-02,411
18,2012-03,438
18,2012-04,348
18,2012-05,232
18,2012-06,480
18,2012-07,524
18,2012-08,416
18,2012-09,470
18,2012-10,492
18,2012-11,443
18,2012-12,1021
18,2013-01,406
18,2013-02,551
18,2013-03,662
18,2013-04,821
18,2013-05,422
18,2013-06,555
18,2013-07,489
18,2013-08,721
18,2013-09,534
18,2013-10,397
18,2013-11,388
18,2013-12,691
18,2014-01,337
18,2014-02,434
18,2014-03,576
18,2014-04,346
18,2014-05,381
18,2014-06,495
18,2014-07,478
18,2014-08,392
18,2014-09,566
18,2014-10,487
18,2014-11,489
18,2014-12,1165
18,2015-01,517
18,2015-02,546
18,2015-03,633
18,2015-04,391
18,2015-05,706
18,2015-06,458
18,2015-07,464
18,2015-08,654
18,2015-09,503
18,2015-10,384
18,2015-11,416
18,2015-12,896
18,2016-01,417
18,2016-02,504
18,2016-03,619
18,2016-04,364
18,2016-05,329
18,2016-06,754
18,2016-07,452
18,2016-08,340
18,2016-09,505
18,2016-10,757
18,2016-11,739
18,2016-12,912
18,2017-01,383
18,2017-02,452
18,2017-03,567
18,2017-04,779
18,2017-05,370
18,2017-06,881
18,2017-07,487
18,2017-08,930
18,2017-09,515
18,2017-10,468
18,2017-11,463
18,2017-12,1172
18,2018-01,459
18,2018-02,531
18,2018-03,620
18,2018-04,443
18,2018-05,416
18,2018-06,886
18,2018-07,472
18,2018-08,420
18,2018-09,530
18,2018-10,476
18,2018-11,478
18,2018-12,1012
18,2019-01,466
18,2019-02,536
18,2019-03,633
18,2019-04,800
18,2019-05,723
18,2019-06,527
18,2019-07,1018
18,2019-08,452
18,2019-09,573
18,2019-10,544
19,2010-01,249
19,2010-02,233
19,2010-03,327
19,2010-04,374
19,2010-05,379
19,2010-06,914
19,2010-07,527
19,2010-08,387
19,2010-09,504
19,2010-10,1113
19,2010-11,556
19,2010-12,1122
19,2011-01,418
19,2011-02,481
19,2011-03,545
19,2011-04,503
19,2011-05,522
19,2011-06,595
19,2011-07,574
19,2011-08,456
19,2011-09,1125
19,2011-10,1014
19,2011-11,503
19,2011-12,1066
19,2012-01,403
19,2012-02,424
19,2012-03,344
19,2012-04,266
19,2012-05,321
19,2012-06,446
19,2012-07,555
19,2012-08,863
19,2012-09,612
19,2012-10,594
19,2012-11,972
19,2012-12,1177
19,2013-01,1343
19,2013-02,779
19,2013-03,718
19,2013-04,561
19,2013-05,488
19,2013-06,498
19,2013-07,906
19,2013-08,392
19,2013-09,413
19,2013-10,451
19,2013-11,419
19,2013-12,742
19,2014-01,359
19,2014-02,367
19,2014-03,390
19,2014-04,710
19,2014-05,671
19,2014-06,429
19,2014-07,479
19,2014-08,395
19,2014-09,478
19,2014-10,1041
19,2014-11,487
19,2014-12,1019
19,2015-01,482
19,2015-02,936
19,2015-03,461
19,2015-04,412
19,2015-05,397
19,2015-06,421
19,2015-07,462
19,2015-08,361
19,2015-09,988
19,2015-10,480
19,2015-11,435
19,2015-12,922
19,2016-01,445
19,2016-02,447
19,2016-03,484
19,2016-04,426
19,2016-05,406
19,2016-06,435
19,2016-07,465
19,2016-08,411
19,2016-09,934
19,2016-10,524
19,2016-11,459
19,2016-12,749
19,2017-01,445
19,2017-02,459
19,2017-03,1075
19,2017-04,476
19,2017-05,406
19,2017-06,476
19,2017-07,497
19,2017-08,475
19,2017-09,547
19,2017-10,543
19,2017-11,532
19,2017-12,1035
19,2018-01,487
19,2018-02,524
19,2018-03,1099
19,2018-04,482
19,2018-05,904
19,2018-06,537
19,2018-07,521
19,2018-08,452
19,2018-09,514
19,2018-10,517
19,2018-11,522
19,2018-12,873
19,2019-01,451
19,2019-02,992
19,2019-03,536
19,2019-04,495
19,2019-05,481
19,2019-06,512
19,2019-07,568
19,2019-08,541
19,2019-09,564
19,2019-10,1288
20,2010-01,3424
20,2010-02,6354
20,2010-03,3196
20,2010-04,6497
20,2010-05,4063
20,2010-06,5332
20,2010-07,5783
20,2010-08,12145
20,2010-09,6236
20,2010-10,6210
20,2010-11,6824
20,2010-12,18690
20,2011-01,7274
20,2011-02,7497
20,2011-03,8329
20,2011-04,8220
20,2011-05,19198
20,2011-06,11399
20,2011-07,23263
20,2011-08,10845
20,2011-09,20013
20,2011-10,10190
20,2011-11,11143
20,2011-12,26775
20,2012-01,10788
20,2012-02,9090
20,2012-03,7380
20,2012-04,7667
20,2012-05,9052
20,2012-06,10590
20,2012-07,9404
20,2012-08,8967
20,2012-09,8340
20,2012-10,7109
20,2012-11,12505
20,2012-12,12093
20,2013-01,6033
20,2013-02,7884
20,2013-03,8470
20,2013-04,4563
20,2013-05,4548
20,2013-06,4619
20,2013-07,1157
20,2013-08,997
20,2013-09,964
20,2013-10,1186
20,2013-11,1103
20,2013-12,1000
20,2014-01,1022
20,2014-02,1824
20,2014-03,1045
20,2014-04,536
20,2014-05,479
20,2014-06,483
20,2014-07,558
20,2014-08,808
20,2014-09,605
20,2014-10,592
20,2014-11,590
20,2014-12,1682
20,2015-01,557
20,2015-02,637
20,2015-03,543
20,2015-04,466
20,2015-05,362
20,2015-06,391
20,2015-07,613
20,2015-08,343
20,2015-09,419
20,2015-10,729
20,2015-11,357
20,2015-12,584
20,2016-01,271
20,2016-02,296
20,2016-03,341
20,2016-04,266
20,2016-05,171
20,2016-06,439
20,2016-07,874
20,2016-08,346
20,2016-09,382
20,2016-10,327
20,2016-11,340
20,2016-12,516
20,2017-01,433
20,2017-02,388
20,2017-03,703
20,2017-04,345
20,2017-05,365
20,2017-06,404
20,2017-07,397
20,2017-08,374
20,2017-09,457
20,2017-10,349
20,2017-11,387
20,2017-12,835
20,2018-01,325
20,2018-02,372
20,2018-03,429
20,2018-04,268
20,2018-05,351
20,2018-06,594
20,2018-07,343
20,2018-08,586
20,2018-09,338
20,2018-10,336
20,2018-11,331
20,2018-12,692
20,2019-01,338
20,2019-02,346
20,2019-03,345
20,2019-04,350
20,2019-05,343
20,2019-06,747
20,2019-07,358
20,2019-08,372
20,2019-09,355
20,2019-10,362
21,2010-01,148
21,2010-02,161
21,2010-03,144
21,2010-04,205
21,2010-05,207
21,2010-06,363
21,2010-07,419
21,2010-08,238
21,2010-09,261
21,2010-10,270
21,2010-11,213
21,2010-12,531
21,2011-01,254
21,2011-02,256
21,2011-03,294
21,2011-04,447
21,2011-05,279
21,2011-06,528
21,2011-07,491
21,2011-08,287
21,2011-09,286
21,2011-10,273
21,2011-11,259
21,2011-12,545
21,2012-01,250
21,2012-02,256
21,2012-03,265
21,2012-04,293
21,2012-05,461
21,2012-06,510
21,2012-07,289
21,2012-08,277
21,2012-09,289
21,2012-10,307
21,2012-11,302
21,2012-12,559
21,2013-01,358
21,2013-02,273
21,2013-03,289
21,2013-04,313
21,2013-05,468
21,2013-06,314
21,2013-07,308
21,2013-08,558
21,2013-09,286
21,2013-10,302
21,2013-11,287
21,2013-12,473
21,2014-01,253
21,2014-02,447
21,2014-03,360
21,2014-04,282
21,2014-05,460
21,2014-06,300
21,2014-07,287
21,2014-08,286
21,2014-09,499
21,2014-10,548
21,2014-11,300
21,2014-12,580
21,2015-01,267
21,2015-02,524
21,2015-03,329
21,2015-04,641
21,2015-05,542
21,2015-06,639
21,2015-07,334
21,2015-08,324
21,2015-09,363
21,2015-10,366
21,2015-11,385
21,2015-12,608
21,2016-01,377
21,2016-02,379
21,2016-03,383
21,2016-04,392
21,2016-05,385
21,2016-06,653
21,2016-07,352
21,2016-08,326
21,2016-09,323
21,2016-10,317
21,2016-11,323
21,2016-12,516
21,2017-01,551
21,2017-02,328
21,2017-03,328
21,2017-04,315
21,2017-05,300
21,2017-06,329
21,2017-07,310
21,2017-08,525
21,2017-09,389
21,2017-10,390
21,2017-11,406
21,2017-12,964
21,2018-01,616
21,2018-02,378
21,2018-03,422
21,2018-04,439
21,2018-05,771
21,2018-06,425
21,2018-07,411
21,2018-08,426
21,2018-09,444
21,2018-10,460
21,2018-11,445
21,2018-12,976
21,2019-01,501
21,2019-02,476
21,2019-03,784
21,2019-04,909
21,2019-05,521
21,2019-06,463
21,2019-07,382
21,2019-08,443
21,2019-09,467
21,2019-10,544
22,2010-01,580
22,2010-02,424
22,2010-03,663
22,2010-04,791
22,2010-05,1488
22,2010-06,1841
22,2010-07,1131
22,2010-08,1051
22,2010-09,1167
22,2010-10,1353
22,2010-11,816
22,2010-12,1803
22,2011-01,791
22,2011-02,753
22,2011-03,826
22,2011-04,996
22,2011-05,948
22,2011-06,1764
22,2011-07,1034
22,2011-08,1066
22,2011-09,980
22,2011-10,1583
22,2011-11,793
22,2011-12,2140
22,2012-01,699
22,2012-02,1486
22,2012-03,963
22,2012-04,726
22,2012-05,705
22,2012-06,791
22,2012-07,1014
22,2012-08,611
22,2012-09,770
22,2012-10,458
22,2012-11,408
22,2012-12,896
22,2013-01,492
22,2013-02,459
22,2013-03,1000
22,2013-04,317
22,2013-05,373
22,2013-06,403
22,2013-07,393
22,2013-08,389
22,2013-09,435
22,2013-10,435
22,2013-11,461
22,2013-12,822
22,2014-01,894
22,2014-02,494
22,2014-03,417
22,2014-04,859
22,2014-05,470
22,2014-06,490
22,2014-07,491
22,2014-08,429
22,2014-09,470
22,2014-10,847
22,2014-11,490
22,2014-12,844
22,2015-01,823
22,2015-02,445
22,2015-03,932
22,2015-04,759
22,2015-05,487
22,2015-06,553
22,2015-07,1026
22,2015-08,466
22,2015-09,1121
22,2015-10,905
22,2015-11,471
22,2015-12,1056
22,2016-01,373
22,2016-02,334
22,2016-03,398
22,2016-04,690
22,2016-05,384
22,2016-06,715
22,2016-07,400
22,2016-08,578
22,2016-09,330
22,2016-10,309
22,2016-11,304
22,2016-12,663
22,2017-01,578
22,2017-02,588
22,2017-03,309
22,2017-04,300
22,2017-05,390
22,2017-06,765
22,2017-07,616
22,2017-08,408
22,2017-09,813
22,2017-10,428
22,2017-11,487
22,2017-12,827
22,2018-01,427
22,2018-02,809
22,2018-03,499
22,2018-04,457
22,2018-05,496
22,2018-06,1002
22,2018-07,508
22,2018-08,1014
22,2018-09,564
22,2018-10,590
22,2018-11,587
22,2018-12,932
22,2019-01,835
22,2019-02,409
22,2019-03,375
22,2019-04,334
22,2019-05,351
22,2019-06,337
22,2019-07,362
22,2019-08,413
22,2019-09,430
22,2019-10,497
23,2010-01,1223
23,2010-02,1228
23,2010-03,984
23,2010-04,1341
23,2010-05,1356
23,2010-06,1728
23,2010-07,3329
23,2010-08,1946
23,2010-09,2260
23,2010-10,2134
23,2010-11,3909
23,2010-12,4635
23,2011-01,2143
23,2011-02,1991
23,2011-03,3150
23,2011-04,1789
23,2011-05,1589
23,2011-06,1498
23,2011-07,2626
23,2011-08,1314
23,2011-09,1283
23,2011-10,2071
23,2011-11,2177
23,2011-12,2481
23,2012-01,1128
23,2012-02,1214
23,2012-03,1209
23,2012-04,1828
23,2012-05,1098
23,2012-06,2428
23,2012-07,1085
23,2012-08,1076
23,2012-09,1394
23,2012-10,1170
23,2012-11,944
23,2012-12,1627
23,2013-01,1109
23,2013-02,1207
23,2013-03,2039
23,2013-04,1847
23,2013-05,2309
23,2013-06,1229
23,2013-07,899
23,2013-08,1022
23,2013-09,1969
23,2013-10,1005
23,2013-11,1602
23,2013-12,1722
23,2014-01,898
23,2014-02,991
23,2014-03,864
23,2014-04,1589
23,2014-05,1602
23,2014-06,838
23,2014-07,977
23,2014-08,831
23,2014-09,1749
23,2014-10,941
23,2014-11,915
23,2014-12,2005
23,2015-01,833
23,2015-02,874
23,2015-03,1017
23,2015-04,784
23,2015-05,976
23,2015-06,1027
23,2015-07,937
23,2015-08,890
23,2015-09,1094
23,2015-10,924
23,2015-11,940
23,2015-12,1683
23,2016-01,1570
23,2016-02,879
23,2016-03,1720
23,2016-04,1373
23,2016-05,1244
23,2016-06,935
23,2016-07,1691
23,2016-08,647
23,2016-09,1350
23,2016-10,1580
23,2016-11,1652
23,2016-12,1389
23,2017-01,730
23,2017-02,806
23,2017-03,1339
23,2017-04,730
23,2017-05,772
23,2017-06,858
23,2017-07,869
23,2017-08,871
23,2017-09,942
23,2017-10,1323
23,2017-11,963
23,2017-12,1874
23,2018-01,1693
23,2018-02,915
23,2018-03,1006
23,2018-04,1620
23,2018-05,898
23,2018-06,1055
23,2018-07,1695
23,2018-08,948
23,2018-09,1738
23,2018-10,974
23,2018-11,1086
23,2018-12,1690
23,2019-01,1022
23,2019-02,955
23,2019-03,1071
23,2019-04,1010
23,2019-05,1039
23,2019-06,1078
23,2019-07,2055
23,2019-08,1958
23,2019-09,958
23,2019-10,1062
24,2010-01,398
24,2010-02,237
24,2010-03,393
24,2010-04,560
24,2010-05,899
24,2010-06,627
24,2010-07,1016
24,2010-08,697
24,2010-09,779
24,2010-10,656
24,2010-11,1055
24,2010-12,1417
24,2011-01,664
24,2011-02,675
24,2011-03,710
24,2011-04,868
24,2011-05,991
24,2011-06,1606
24,2011-07,923
24,2011-08,858
24,2011-09,820
24,2011-10,780
24,2011-11,595
24,2011-12,1206
24,2012-01,622
24,2012-02,636
24,2012-03,1362
24,2012-04,627
24,2012-05,548
24,2012-06,728
24,2012-07,595
24,2012-08,702
24,2012-09,951
24,2012-10,433
24,2012-11,385
24,2012-12,652
24,2013-01,393
24,2013-02,440
24,2013-03,499
24,2013-04,278
24,2013-05,366
24,2013-06,446
24,2013-07,651
24,2013-08,408
24,2013-09,672
24,2013-10,303
24,2013-11,322
24,2013-12,548
24,2014-01,303
24,2014-02,300
24,2014-03,483
24,2014-04,271
24,2014-05,266
24,2014-06,255
24,2014-07,318
24,2014-08,282
24,2014-09,541
24,2014-10,307
24,2014-11,275
24,2014-12,633
24,2015-01,413
24,2015-02,275
24,2015-03,440
24,2015-04,209
24,2015-05,243
24,2015-06,483
24,2015-07,223
24,2015-08,228
24,2015-09,249
24,2015-10,235
24,2015-11,221
24,2015-12,429
24,2016-01,305
24,2016-02,196
24,2016-03,372
24,2016-04,207
24,2016-05,385
24,2016-06,377
24,2016-07,258
24,2016-08,367
24,2016-09,443
24,2016-10,239
24,2016-11,449
24,2016-12,456
24,2017-01,237
24,2017-02,269
24,2017-03,444
24,2017-04,180
24,2017-05,342
24,2017-06,203
24,2017-07,196
24,2017-08,224
24,2017-09,233
24,2017-10,326
24,2017-11,363
24,2017-12,309
24,2018-01,212
24,2018-02,410
24,2018-03,433
24,2018-04,226
24,2018-05,250
24,2018-06,250
24,2018-07,232
24,2018-08,229
24,2018-09,227
24,2018-10,224
24,2018-11,362
24,2018-12,349
24,2019-01,210
24,2019-02,196
24,2019-03,231
24,2019-04,215
24,2019-05,226
24,2019-06,392
24,2019-07,223
24,2019-08,174
24,2019-09,188
24,2019-10,196
25,2010-01,636
25,2010-02,356
25,2010-03,365
25,2010-04,389
25,2010-05,374
25,2010-06,419
25,2010-07,416
25,2010-08,384
25,2010-09,426
25,2010-10,396
25,2010-11,693
25,2010-12,1050
25,2011-01,335
25,2011-02,336
25,2011-03,727
25,2011-04,576
25,2011-05,364
25,2011-06,409
25,2011-07,393
25,2011-08,717
25,2011-09,383
25,2011-10,361
25,2011-11,351
25,2011-12,738
25,2012-01,552
25,2012-02,352
25,2012-03,378
25,2012-04,305
25,2012-05,317
25,2012-06,727
25,2012-07,337
25,2012-08,383
25,2012-09,351
25,2012-10,308
25,2012-11,319
25,2012-12,676
25,2013-01,321
25,2013-02,332
25,2013-03,358
25,2013-04,292
25,2013-05,293
25,2013-06,340
25,2013-07,335
25,2013-08,484
25,2013-09,540
25,2013-10,616
25,2013-11,329
25,2013-12,596
25,2014-01,539
25,2014-02,253
25,2014-03,282
25,2014-04,545
25,2014-05,553
25,2014-06,630
25,2014-07,360
25,2014-08,592
25,2014-09,331
25,2014-10,532
25,2014-11,622
25,2014-12,640
25,2015-01,501
25,2015-02,580
25,2015-03,642
25,2015-04,298
25,2015-05,293
25,2015-06,319
25,2015-07,304
25,2015-08,378
25,2015-09,407
25,2015-10,301
25,2015-11,288
25,2015-12,604
25,2016-01,299
25,2016-02,329
25,2016-03,328
25,2016-04,297
25,2016-05,295
25,2016-06,312
25,2016-07,309
25,2016-08,308
25,2016-09,343
25,2016-10,600
25,2016-11,322
25,2016-12,634
25,2017-01,612
25,2017-02,317
25,2017-03,656
25,2017-04,331
25,2017-05,300
25,2017-06,338
25,2017-07,289
25,2017-08,386
25,2017-09,545
25,2017-10,542
25,2017-11,323
25,2017-12,740
25,2018-01,600
25,2018-02,516
25,2018-03,323
25,2018-04,310
25,2018-05,667
25,2018-06,341
25,2018-07,341
25,2018-08,340
25,2018-09,397
25,2018-10,394
25,2018-11,401
25,2018-12,1003
25,2019-01,383
25,2019-02,368
25,2019-03,370
25,2019-04,363
25,2019-05,542
25,2019-06,656
25,2019-07,340
25,2019-08,304
25,2019-09,331
25,2019-10,319
26,2010-01,643
26,2010-02,370
26,2010-03,370
26,2010-04,787
26,2010-05,320
26,2010-06,410
26,2010-07,1054
26,2010-08,370
26,2010-09,350
26,2010-10,852
26,2010-11,992
26,2010-12,2289
26,2011-01,400
26,2011-02,380
26,2011-03,864
26,2011-04,420
26,2011-05,680
26,2011-06,440
26,2011-07,480
26,2011-08,410
26,2011-09,410
26,2011-10,510
26,2011-11,1923
26,2011-12,2034
26,2012-01,380
26,2012-02,360
26,2012-03,480
26,2012-04,410
26,2012-05,390
26,2012-06,1027
26,2012-07,827
26,2012-08,721
26,2012-09,340
26,2012-10,290
26,2012-11,743
26,2012-12,1267
26,2013-01,300
26,2013-02,496
26,2013-03,330
26,2013-04,340
26,2013-05,260
26,2013-06,270
26,2013-07,260
26,2013-08,220
26,2013-09,290
26,2013-10,743
26,2013-11,330
26,2013-12,1049
26,2014-01,290
26,2014-02,250
26,2014-03,350
26,2014-04,350
26,2014-05,290
26,2014-06,240
26,2014-07,310
26,2014-08,270
26,2014-09,310
26,2014-10,530
26,2014-11,937
26,2014-12,2087
26,2015-01,787
26,2015-02,360
26,2015-03,420
26,2015-04,240
26,2015-05,380
26,2015-06,270
26,2015-07,280
26,2015-08,250
26,2015-09,250
