商品ID,日付,割引率
14,2011-07,0
14,2011-08,0
14,2011-09,10
14,2011-10,10
14,2011-11,0
14,2011-12,40
14,2012-01,0
14,2012-02,0
14,2012-03,0
14,2012-04,0
14,2012-05,10
14,2012-06,0
14,2012-07,0
14,2012-08,20
14,2012-09,0
14,2012-10,0
14,2012-11,0
14,2012-12,0
14,2013-01,0
14,2013-02,20
14,2013-03,0
14,2013-04,0
14,2013-05,0
14,2013-06,10
14,2013-07,0
14,2013-08,20
14,2013-09,10
14,2013-10,0
14,2013-11,0
14,2013-12,40
14,2014-01,0
14,2014-02,0
14,2014-03,0
14,2014-04,0
14,2014-05,0
14,2014-06,0
14,2014-07,20
14,2014-08,0
14,2014-09,0
14,2014-10,0
14,2014-11,0
14,2014-12,40
14,2015-01,0
14,2015-02,0
14,2015-03,10
14,2015-04,0
14,2015-05,0
14,2015-06,0
14,2015-07,0
14,2015-08,0
14,2015-09,10
14,2015-10,0
14,2015-11,0
14,2015-12,20
14,2016-01,0
14,2016-02,10
14,2016-03,0
14,2016-04,0
14,2016-05,20
14,2016-06,0
14,2016-07,10
14,2016-08,10
14,2016-09,30
14,2016-10,0
14,2016-11,0
14,2016-12,30
14,2017-01,0
14,2017-02,0
14,2017-03,0
14,2017-04,0
14,2017-05,10
14,2017-06,0
14,2017-07,0
14,2017-08,10
14,2017-09,0
14,2017-10,0
14,2017-11,0
14,2017-12,60
14,2018-01,10
14,2018-02,0
14,2018-03,0
14,2018-04,0
14,2018-05,0
14,2018-06,0
14,2018-07,10
14,2018-08,20
14,2018-09,0
14,2018-10,0
14,2018-11,10
14,2018-12,10
14,2019-01,10
14,2019-02,10
14,2019-03,10
14,2019-04,0
14,2019-05,0
14,2019-06,10
14,2019-07,0
14,2019-08,0
14,2019-09,0
14,2019-10,0
15,2010-01,0
15,2010-02,0
15,2010-03,10
15,2010-04,0
15,2010-05,30
15,2010-06,0
15,2010-07,0
15,2010-08,10
15,2010-09,0
15,2010-10,10
15,2010-11,30
15,2010-12,30
15,2011-01,10
15,2011-02,0
15,2011-03,0
15,2011-04,20
15,2011-05,0
15,2011-06,10
15,2011-07,0
15,2011-08,10
15,2011-09,10
15,2011-10,0
15,2011-11,10
15,2011-12,40
15,2012-01,0
15,2012-02,10
15,2012-03,10
15,2012-04,20
15,2012-05,0
15,2012-06,0
15,2012-07,0
15,2012-08,0
15,2012-09,0
15,2012-10,10
15,2012-11,0
15,2012-12,30
15,2013-01,0
15,2013-02,20
15,2013-03,0
15,2013-04,20
15,2013-05,0
15,2013-06,0
15,2013-07,0
15,2013-08,0
15,2013-09,0
15,2013-10,0
15,2013-11,10
15,2013-12,0
15,2014-01,20
15,2014-02,0
15,2014-03,0
15,2014-04,10
15,2014-05,0
15,2014-06,0
15,2014-07,0
15,2014-08,10
15,2014-09,0
15,2014-10,0
15,2014-11,0
15,2014-12,30
15,2015-01,10
15,2015-02,0
15,2015-03,20
15,2015-04,0
15,2015-05,0
15,2015-06,0
15,2015-07,0
15,2015-08,10
15,2015-09,0
15,2015-10,10
15,2015-11,0
15,2015-12,10
15,2016-01,0
15,2016-02,0
15,2016-03,0
15,2016-04,0
15,2016-05,0
15,2016-06,0
15,2016-07,0
15,2016-08,0
15,2016-09,0
15,2016-10,0
15,2016-11,0
15,2016-12,30
15,2017-01,0
15,2017-02,0
15,2017-03,0
15,2017-04,0
15,2017-05,20
15,2017-06,0
15,2017-07,0
15,2017-08,0
15,2017-09,0
15,2017-10,0
15,2017-11,0
15,2017-12,40
15,2018-01,10
15,2018-02,0
15,2018-03,0
15,2018-04,0
15,2018-05,0
15,2018-06,0
15,2018-07,20
15,2018-08,0
15,2018-09,0
15,2018-10,20
15,2018-11,10
15,2018-12,30
15,2019-01,0
15,2019-02,0
15,2019-03,0
15,2019-04,0
15,2019-05,0
15,2019-06,20
15,2019-07,20
15,2019-08,0
15,2019-09,10
15,2019-10,0
16,2010-01,0
16,2010-02,0
16,2010-03,0
16,2010-04,0
16,2010-05,0
16,2010-06,0
16,2010-07,0
16,2010-08,0
16,2010-09,0
16,2010-10,0
16,2010-11,0
16,2010-12,20
16,2011-01,0
16,2011-02,0
16,2011-03,0
16,2011-04,0
16,2011-05,0
16,2011-06,0
16,2011-07,0
16,2011-08,0
16,2011-09,20
16,2011-10,0
16,2011-11,0
16,2011-12,40
16,2012-01,0
16,2012-02,0
16,2012-03,10
16,2012-04,10
16,2012-05,0
16,2012-06,10
16,2012-07,0
16,2012-08,10
16,2012-09,0
16,2012-10,0
16,2012-11,0
16,2012-12,20
16,2013-01,0
16,2013-02,0
16,2013-03,0
16,2013-04,0
16,2013-05,0
16,2013-06,0
16,2013-07,0
16,2013-08,10
16,2013-09,10
16,2013-10,10
16,2013-11,10
16,2013-12,30
16,2014-01,10
16,2014-02,0
16,2014-03,0
16,2014-04,0
16,2014-05,10
16,2014-06,20
16,2014-07,0
16,2014-08,0
16,2014-09,20
16,2014-10,0
16,2014-11,0
16,2014-12,40
16,2015-01,0
16,2015-02,0
16,2015-03,0
16,2015-04,0
16,2015-05,0
16,2015-06,0
16,2015-07,0
16,2015-08,10
16,2015-09,0
16,2015-10,0
16,2015-11,0
16,2015-12,30
16,2016-01,0
16,2016-02,0
16,2016-03,0
16,2016-04,20
16,2016-05,0
16,2016-06,0
16,2016-07,0
16,2016-08,0
16,2016-09,0
16,2016-10,0
16,2016-11,20
16,2016-12,20
16,2017-01,0
16,2017-02,0
16,2017-03,0
16,2017-04,10
16,2017-05,0
16,2017-06,20
16,2017-07,20
16,2017-08,0
16,2017-09,0
16,2017-10,0
16,2017-11,0
16,2017-12,60
16,2018-01,0
16,2018-02,0
16,2018-03,0
16,2018-04,0
16,2018-05,0
16,2018-06,20
16,2018-07,0
16,2018-08,0
16,2018-09,20
16,2018-10,10
16,2018-11,0
16,2018-12,30
16,2019-01,0
16,2019-02,0
16,2019-03,0
16,2019-04,0
16,2019-05,0
16,2019-06,0
16,2019-07,20
16,2019-08,10
16,2019-09,0
16,2019-10,0
17,2010-01,20
17,2010-02,0
17,2010-03,0
17,2010-04,0
17,2010-05,0
17,2010-06,20
17,2010-07,0
17,2010-08,0
17,2010-09,0
17,2010-10,20
17,2010-11,0
17,2010-12,40
17,2011-01,0
17,2011-02,0
17,2011-03,0
17,2011-04,0
17,2011-05,20
17,2011-06,0
17,2011-07,0
17,2011-08,0
17,2011-09,10
17,2011-10,0
17,2011-11,0
17,2011-12,30
17,2012-01,0
17,2012-02,30
17,2012-03,0
17,2012-04,0
17,2012-05,0
17,2012-06,0
17,2012-07,10
17,2012-08,20
17,2012-09,0
17,2012-10,20
17,2012-11,0
17,2012-12,40
17,2013-01,0
17,2013-02,10
17,2013-03,0
17,2013-04,20
17,2013-05,20
17,2013-06,20
17,2013-07,10
17,2013-08,10
17,2013-09,30
17,2013-10,0
17,2013-11,20
17,2013-12,0
17,2014-01,0
17,2014-02,0
17,2014-03,10
17,2014-04,0
17,2014-05,0
17,2014-06,0
17,2014-07,0
17,2014-08,0
17,2014-09,0
17,2014-10,30
17,2014-11,0
17,2014-12,40
17,2015-01,0
17,2015-02,0
17,2015-03,0
17,2015-04,0
17,2015-05,0
17,2015-06,10
17,2015-07,10
17,2015-08,0
17,2015-09,0
17,2015-10,20
17,2015-11,0
17,2015-12,20
17,2016-01,0
17,2016-02,0
17,2016-03,0
17,2016-04,20
17,2016-05,0
17,2016-06,0
17,2016-07,0
17,2016-08,0
17,2016-09,0
17,2016-10,20
17,2016-11,20
17,2016-12,10
17,2017-01,0
17,2017-02,0
17,2017-03,0
17,2017-04,0
17,2017-05,10
17,2017-06,20
17,2017-07,0
17,2017-08,0
17,2017-09,0
17,2017-10,10
17,2017-11,0
17,2017-12,30
17,2018-01,0
17,2018-02,0
17,2018-03,10
17,2018-04,0
17,2018-05,20
17,2018-06,0
17,2018-07,0
17,2018-08,0
17,2018-09,20
17,2018-10,0
17,2018-11,0
17,2018-12,20
17,2019-01,10
17,2019-02,0
17,2019-03,0
17,2019-04,10
17,2019-05,0
17,2019-06,0
17,2019-07,0
17,2019-08,0
17,2019-09,0
17,2019-10,0
18,2010-01,0
18,2010-02,0
18,2010-03,0
18,2010-04,0
18,2010-05,0
18,2010-06,20
18,2010-07,0
18,2010-08,10
18,2010-09,0
18,2010-10,0
18,2010-11,0
18,2010-12,40
18,2011-01,20
18,2011-02,0
18,2011-03,0
18,2011-04,0
18,2011-05,0
18,2011-06,10
18,2011-07,20
18,2011-08,10
18,2011-09,0
18,2011-10,0
18,2011-11,0
18,2011-12,20
18,2012-01,0
18,2012-02,0
18,2012-03,0
18,2012-04,10
18,2012-05,0
18,2012-06,0
18,2012-07,0
18,2012-08,0
18,2012-09,0
18,2012-10,0
18,2012-11,0
18,2012-12,30
18,2013-01,0
18,2013-02,0
18,2013-03,0
18,2013-04,20
18,2013-05,0
18,2013-06,0
18,2013-07,0
18,2013-08,20
18,2013-09,0
18,2013-10,0
18,2013-11,0
18,2013-12,10
18,2014-01,0
18,2014-02,0
18,2014-03,0
18,2014-04,0
18,2014-05,0
18,2014-06,0
18,2014-07,0
18,2014-08,0
18,2014-09,0
18,2014-10,0
18,2014-11,0
18,2014-12,40
18,2015-01,0
18,2015-02,0
18,2015-03,0
18,2015-04,0
18,2015-05,20
18,2015-06,0
18,2015-07,0
18,2015-08,20
18,2015-09,0
18,2015-10,0
18,2015-11,0
18,2015-12,20
18,2016-01,0
18,2016-02,0
18,2016-03,0
18,2016-04,0
18,2016-05,0
18,2016-06,10
18,2016-07,0
18,2016-08,0
18,2016-09,0
18,2016-10,10
18,2016-11,10
18,2016-12,30
18,2017-01,0
18,2017-02,0
18,2017-03,0
18,2017-04,20
18,2017-05,0
18,2017-06,10
18,2017-07,0
18,2017-08,20
18,2017-09,0
18,2017-10,0
18,2017-11,0
18,2017-12,40
18,2018-01,0
18,2018-02,0
18,2018-03,0
18,2018-04,0
18,2018-05,0
18,2018-06,10
18,2018-07,0
18,2018-08,0
18,2018-09,0
18,2018-10,0
18,2018-11,0
18,2018-12,30
18,2019-01,0
18,2019-02,0
18,2019-03,0
18,2019-04,10
18,2019-05,10
18,2019-06,0
18,2019-07,20
18,2019-08,0
18,2019-09,0
18,2019-10,0
19,2010-01,0
19,2010-02,0
19,2010-03,0
19,2010-04,0
19,2010-05,0
19,2010-06,10
19,2010-07,0
19,2010-08,0
19,2010-09,0
19,2010-10,20
19,2010-11,0
19,2010-12,30
19,2011-01,0
19,2011-02,0
19,2011-03,0
19,2011-04,0
19,2011-05,0
19,2011-06,0
19,2011-07,0
19,2011-08,0
19,2011-09,20
19,2011-10,20
19,2011-11,0
19,2011-12,40
19,2012-01,0
19,2012-02,0
19,2012-03,0
19,2012-04,0
19,2012-05,0
19,2012-06,0
19,2012-07,0
19,2012-08,10
19,2012-09,0
19,2012-10,0
19,2012-11,20
19,2012-12,20
19,2013-01,20
19,2013-02,0
19,2013-03,0
19,2013-04,0
19,2013-05,0
19,2013-06,0
19,2013-07,20
19,2013-08,0
19,2013-09,0
19,2013-10,0
19,2013-11,0
19,2013-12,30
19,2014-01,0
19,2014-02,0
19,2014-03,0
19,2014-04,20
19,2014-05,10
19,2014-06,0
19,2014-07,0
19,2014-08,0
19,2014-09,0
19,2014-10,20
19,2014-11,0
19,2014-12,30
19,2015-01,0
19,2015-02,20
19,2015-03,0
19,2015-04,0
19,2015-05,0
19,2015-06,0
19,2015-07,0
19,2015-08,0
19,2015-09,20
19,2015-10,0
19,2015-11,0
19,2015-12,20
19,2016-01,0
19,2016-02,0
19,2016-03,0
19,2016-04,0
19,2016-05,0
19,2016-06,0
19,2016-07,0
19,2016-08,0
19,2016-09,20
19,2016-10,0
19,2016-11,0
19,2016-12,10
19,2017-01,0
19,2017-02,0
19,2017-03,20
19,2017-04,0
19,2017-05,0
19,2017-06,0
19,2017-07,0
19,2017-08,0
19,2017-09,0
19,2017-10,0
19,2017-11,0
19,2017-12,20
19,2018-01,0
19,2018-02,0
19,2018-03,20
19,2018-04,0
19,2018-05,20
19,2018-06,0
19,2018-07,0
19,2018-08,0
19,2018-09,0
19,2018-10,0
19,2018-11,0
19,2018-12,10
19,2019-01,0
19,2019-02,20
19,2019-03,0
19,2019-04,0
19,2019-05,0
19,2019-06,0
19,2019-07,0
19,2019-08,0
19,2019-09,0
19,2019-10,20
20,2010-01,0
20,2010-02,20
20,2010-03,0
20,2010-04,10
20,2010-05,0
20,2010-06,0
20,2010-07,0
20,2010-08,30
20,2010-09,0
20,2010-10,0
20,2010-11,0
20,2010-12,40
20,2011-01,0
20,2011-02,0
20,2011-03,0
20,2011-04,0
20,2011-05,10
20,2011-06,0
20,2011-07,20
20,2011-08,0
20,2011-09,10
20,2011-10,0
20,2011-11,0
20,2011-12,40
20,2012-01,0
20,2012-02,0
20,2012-03,0
20,2012-04,0
20,2012-05,0
20,2012-06,0
20,2012-07,0
20,2012-08,0
20,2012-09,0
20,2012-10,0
20,2012-11,20
20,2012-12,20
20,2013-01,0
20,2013-02,0
20,2013-03,0
20,2013-04,0
20,2013-05,0
20,2013-06,0
20,2013-07,0
20,2013-08,0
20,2013-09,0
20,2013-10,0
20,2013-11,0
20,2013-12,0
20,2014-01,0
20,2014-02,10
20,2014-03,0
20,2014-04,0
20,2014-05,0
20,2014-06,0
20,2014-07,0
20,2014-08,10
20,2014-09,0
20,2014-10,0
20,2014-11,0
20,2014-12,40
20,2015-01,0
20,2015-02,0
20,2015-03,0
20,2015-04,0
20,2015-05,0
20,2015-06,0
20,2015-07,10
20,2015-08,0
20,2015-09,0
20,2015-10,20
20,2015-11,0
20,2015-12,20
20,2016-01,0
20,2016-02,0
20,2016-03,0
20,2016-04,0
20,2016-05,0
20,2016-06,0
20,2016-07,20
20,2016-08,0
20,2016-09,0
20,2016-10,0
20,2016-11,0
20,2016-12,10
20,2017-01,0
20,2017-02,0
20,2017-03,10
20,2017-04,0
20,2017-05,0
20,2017-06,0
20,2017-07,0
20,2017-08,0
20,2017-09,0
20,2017-10,0
20,2017-11,0
20,2017-12,60
20,2018-01,0
20,2018-02,0
20,2018-03,0
20,2018-04,0
20,2018-05,0
20,2018-06,10
20,2018-07,0
20,2018-08,10
20,2018-09,0
20,2018-10,0
20,2018-11,0
20,2018-12,20
20,2019-01,0
20,2019-02,0
20,2019-03,0
20,2019-04,0
20,2019-05,0
20,2019-06,10
20,2019-07,0
20,2019-08,0
20,2019-09,0
20,2019-10,0
21,2010-01,0
21,2010-02,10
21,2010-03,0
21,2010-04,0
21,2010-05,0
21,2010-06,10
21,2010-07,10
21,2010-08,0
21,2010-09,0
21,2010-10,0
21,2010-11,0
21,2010-12,40
21,2011-01,0
21,2011-02,0
21,2011-03,0
21,2011-04,10
21,2011-05,0
21,2011-06,20
21,2011-07,10
21,2011-08,0
21,2011-09,0
21,2011-10,0
21,2011-11,0
21,2011-12,30
21,2012-01,0
21,2012-02,0
21,2012-03,0
21,2012-04,0
21,2012-05,10
21,2012-06,10
21,2012-07,0
21,2012-08,0
21,2012-09,0
21,2012-10,0
21,2012-11,0
21,2012-12,40
21,2013-01,10
21,2013-02,0
21,2013-03,0
21,2013-04,0
21,2013-05,10
21,2013-06,0
21,2013-07,0
21,2013-08,20
21,2013-09,0
21,2013-10,0
21,2013-11,0
21,2013-12,20
21,2014-01,0
21,2014-02,20
21,2014-03,10
21,2014-04,0
21,2014-05,10
21,2014-06,0
21,2014-07,0
21,2014-08,0
21,2014-09,20
21,2014-10,20
21,2014-11,0
21,2014-12,30
21,2015-01,0
21,2015-02,20
21,2015-03,0
21,2015-04,20
21,2015-05,10
21,2015-06,20
21,2015-07,0
21,2015-08,0
21,2015-09,0
21,2015-10,0
21,2015-11,0
21,2015-12,10
21,2016-01,0
21,2016-02,0
21,2016-03,0
21,2016-04,0
21,2016-05,0
21,2016-06,20
21,2016-07,0
21,2016-08,0
21,2016-09,0
21,2016-10,0
21,2016-11,0
21,2016-12,20
21,2017-01,20
21,2017-02,0
21,2017-03,0
21,2017-04,0
21,2017-05,0
21,2017-06,0
21,2017-07,0
21,2017-08,10
21,2017-09,0
21,2017-10,0
21,2017-11,0
21,2017-12,60
21,2018-01,10
21,2018-02,0
21,2018-03,0
21,2018-04,0
21,2018-05,20
21,2018-06,0
21,2018-07,0
21,2018-08,0
21,2018-09,0
21,2018-10,0
21,2018-11,0
21,2018-12,40
21,2019-01,0
21,2019-02,0
21,2019-03,10
21,2019-04,20
21,2019-05,0
21,2019-06,0
21,2019-07,0
21,2019-08,0
21,2019-09,0
21,2019-10,0
22,2010-01,0
22,2010-02,0
22,2010-03,0
22,2010-04,0
22,2010-05,10
22,2010-06,10
22,2010-07,0
22,2010-08,0
22,2010-09,0
22,2010-10,10
22,2010-11,0
22,2010-12,20
22,2011-01,0
22,2011-02,0
22,2011-03,0
22,2011-04,0
22,2011-05,0
22,2011-06,10
22,2011-07,0
22,2011-08,0
22,2011-09,0
22,2011-10,10
22,2011-11,0
22,2011-12,40
22,2012-01,0
22,2012-02,10
22,2012-03,0
22,2012-04,0
22,2012-05,0
22,2012-06,0
22,2012-07,10
22,2012-08,0
22,2012-09,0
22,2012-10,0
22,2012-11,0
22,2012-12,20
22,2013-01,0
22,2013-02,0
22,2013-03,20
22,2013-04,0
22,2013-05,0
22,2013-06,0
22,2013-07,0
22,2013-08,0
22,2013-09,0
22,2013-10,0
22,2013-11,0
22,2013-12,10
22,2014-01,20
22,2014-02,0
22,2014-03,0
22,2014-04,10
22,2014-05,0
22,2014-06,0
22,2014-07,0
22,2014-08,0
22,2014-09,0
22,2014-10,10
22,2014-11,0
22,2014-12,10
22,2015-01,20
22,2015-02,0
22,2015-03,20
22,2015-04,10
22,2015-05,0
22,2015-06,0
22,2015-07,20
22,2015-08,0
22,2015-09,20
22,2015-10,10
22,2015-11,0
22,2015-12,30
22,2016-01,0
22,2016-02,0
22,2016-03,0
22,2016-04,20
22,2016-05,0
22,2016-06,20
22,2016-07,0
22,2016-08,20
22,2016-09,0
22,2016-10,0
22,2016-11,0
22,2016-12,30
22,2017-01,20
22,2017-02,20
22,2017-03,0
22,2017-04,0
22,2017-05,0
22,2017-06,20
22,2017-07,10
22,2017-08,0
22,2017-09,20
22,2017-10,0
22,2017-11,0
22,2017-12,20
22,2018-01,0
22,2018-02,20
22,2018-03,0
22,2018-04,0
22,2018-05,0
22,2018-06,20
22,2018-07,0
22,2018-08,10
22,2018-09,0
22,2018-10,0
22,2018-11,0
22,2018-12,20
22,2019-01,20
22,2019-02,0
22,2019-03,0
22,2019-04,0
22,2019-05,0
22,2019-06,0
22,2019-07,0
22,2019-08,0
22,2019-09,0
22,2019-10,0
23,2010-01,0
23,2010-02,10
23,2010-03,0
23,2010-04,0
23,2010-05,0
23,2010-06,0
23,2010-07,20
23,2010-08,0
23,2010-09,0
23,2010-10,0
23,2010-11,20
23,2010-12,30
23,2011-01,0
23,2011-02,0
23,2011-03,10
23,2011-04,0
23,2011-05,0
23,2011-06,0
23,2011-07,20
23,2011-08,0
23,2011-09,0
23,2011-10,10
23,2011-11,20
23,2011-12,30
23,2012-01,0
23,2012-02,0
23,2012-03,0
23,2012-04,20
23,2012-05,0
23,2012-06,30
23,2012-07,0
23,2012-08,0
23,2012-09,0
23,2012-10,0
23,2012-11,0
23,2012-12,10
23,2013-01,0
23,2013-02,0
23,2013-03,10
23,2013-04,10
23,2013-05,20
23,2013-06,0
23,2013-07,0
23,2013-08,0
23,2013-09,20
23,2013-10,0
23,2013-11,10
23,2013-12,30
23,2014-01,0
23,2014-02,0
23,2014-03,0
23,2014-04,20
23,2014-05,20
23,2014-06,0
23,2014-07,0
23,2014-08,0
23,2014-09,20
23,2014-10,0
23,2014-11,0
23,2014-12,40
23,2015-01,0
23,2015-02,0
23,2015-03,0
23,2015-04,0
23,2015-05,0
23,2015-06,0
23,2015-07,0
23,2015-08,0
23,2015-09,0
23,2015-10,0
23,2015-11,0
23,2015-12,20
23,2016-01,20
23,2016-02,0
23,2016-03,20
23,2016-04,10
23,2016-05,20
23,2016-06,0
23,2016-07,20
23,2016-08,0
23,2016-09,10
23,2016-10,30
23,2016-11,20
23,2016-12,20
23,2017-01,0
23,2017-02,0
23,2017-03,10
23,2017-04,0
23,2017-05,0
23,2017-06,0
23,2017-07,0
23,2017-08,0
23,2017-09,0
23,2017-10,10
23,2017-11,0
23,2017-12,40
23,2018-01,20
23,2018-02,0
23,2018-03,0
23,2018-04,20
23,2018-05,0
23,2018-06,0
23,2018-07,20
23,2018-08,0
23,2018-09,20
23,2018-10,0
23,2018-11,0
23,2018-12,20
23,2019-01,0
23,2019-02,0
23,2019-03,0
23,2019-04,0
23,2019-05,0
23,2019-06,0
23,2019-07,20
23,2019-08,20
23,2019-09,0
23,2019-10,0
24,2010-01,0
24,2010-02,0
24,2010-03,0
24,2010-04,0
24,2010-05,10
24,2010-06,0
24,2010-07,10
24,2010-08,0
24,2010-09,0
24,2010-10,0
24,2010-11,10
24,2010-12,30
24,2011-01,0
24,2011-02,0
24,2011-03,0
24,2011-04,0
24,2011-05,0
24,2011-06,20
24,2011-07,0
24,2011-08,0
24,2011-09,0
24,2011-10,0
24,2011-11,0
24,2011-12,10
24,2012-01,0
24,2012-02,0
24,2012-03,20
24,2012-04,0
24,2012-05,0
24,2012-06,0
24,2012-07,0
24,2012-08,0
24,2012-09,0
24,2012-10,0
24,2012-11,0
24,2012-12,20
24,2013-01,0
24,2013-02,0
24,2013-03,0
24,2013-04,0
24,2013-05,0
24,2013-06,0
24,2013-07,10
24,2013-08,0
24,2013-09,10
24,2013-10,0
24,2013-11,0
24,2013-12,20
24,2014-01,0
24,2014-02,0
24,2014-03,20
24,2014-04,0
24,2014-05,0
24,2014-06,0
24,2014-07,0
24,2014-08,0
24,2014-09,20
24,2014-10,0
24,2014-11,0
24,2014-12,40
24,2015-01,10
24,2015-02,0
24,2015-03,10
24,2015-04,0
24,2015-05,0
24,2015-06,20
24,2015-07,0
24,2015-08,0
24,2015-09,0
24,2015-10,0
24,2015-11,0
24,2015-12,30
24,2016-01,10
24,2016-02,0
24,2016-03,20
24,2016-04,0
24,2016-05,20
24,2016-06,10
24,2016-07,0
24,2016-08,20
24,2016-09,10
24,2016-10,0
24,2016-11,20
24,2016-12,20
24,2017-01,0
24,2017-02,0
24,2017-03,10
24,2017-04,0
24,2017-05,20
24,2017-06,0
24,2017-07,0
24,2017-08,0
24,2017-09,0
24,2017-10,10
24,2017-11,10
24,2017-12,10
24,2018-01,0
24,2018-02,20
24,2018-03,20
24,2018-04,0
24,2018-05,0
24,2018-06,0
24,2018-07,0
24,2018-08,0
24,2018-09,0
24,2018-10,0
24,2018-11,10
24,2018-12,10
24,2019-01,0
24,2019-02,0
24,2019-03,0
24,2019-04,0
24,2019-05,0
24,2019-06,20
24,2019-07,0
24,2019-08,0
24,2019-09,0
24,2019-10,0
25,2010-01,20
25,2010-02,0
25,2010-03,0
25,2010-04,0
25,2010-05,0
25,2010-06,0
25,2010-07,0
25,2010-08,0
25,2010-09,0
25,2010-10,0
25,2010-11,10
25,2010-12,40
25,2011-01,0
25,2011-02,0
25,2011-03,20
25,2011-04,10
25,2011-05,0
25,2011-06,0
25,2011-07,0
25,2011-08,20
25,2011-09,0
25,2011-10,0
25,2011-11,0
25,2011-12,30
25,2012-01,10
25,2012-02,0
25,2012-03,0
25,2012-04,0
25,2012-05,0
25,2012-06,20
25,2012-07,0
25,2012-08,0
25,2012-09,0
25,2012-10,0
25,2012-11,0
25,2012-12,30
25,2013-01,0
25,2013-02,0
25,2013-03,0
25,2013-04,0
25,2013-05,0
25,2013-06,0
25,2013-07,0
25,2013-08,10
25,2013-09,10
25,2013-10,20
25,2013-11,0
25,2013-12,20
25,2014-01,20
25,2014-02,0
25,2014-03,0
25,2014-04,20
25,2014-05,20
25,2014-06,20
25,2014-07,0
25,2014-08,20
25,2014-09,0
25,2014-10,10
25,2014-11,20
25,2014-12,20
25,2015-01,10
25,2015-02,20
25,2015-03,20
25,2015-04,0
25,2015-05,0
25,2015-06,0
25,2015-07,0
25,2015-08,0
25,2015-09,0
25,2015-10,0
25,2015-11,0
25,2015-12,20
25,2016-01,0
25,2016-02,0
25,2016-03,0
25,2016-04,0
25,2016-05,0
25,2016-06,0
25,2016-07,0
25,2016-08,0
25,2016-09,0
25,2016-10,20
25,2016-11,0
25,2016-12,20
25,2017-01,20
25,2017-02,0
25,2017-03,20
25,2017-04,0
25,2017-05,0
25,2017-06,0
25,2017-07,0
25,2017-08,0
25,2017-09,10
25,2017-10,10
25,2017-11,0
25,2017-12,40
25,2018-01,20
25,2018-02,10
25,2018-03,0
25,2018-04,0
25,2018-05,30
25,2018-06,0
25,2018-07,0
25,2018-08,0
25,2018-09,0
25,2018-10,0
25,2018-11,0
25,2018-12,30
25,2019-01,0
25,2019-02,0
25,2019-03,0
25,2019-04,0
25,2019-05,10
25,2019-06,20
25,2019-07,0
25,2019-08,0
25,2019-09,0
25,2019-10,0
26,2010-01,10
26,2010-02,0
26,2010-03,0
26,2010-04,20
26,2010-05,0
26,2010-06,0
26,2010-07,30
26,2010-08,0
26,2010-09,0
26,2010-10,20
26,2010-11,10
26,2010-12,60
26,2011-01,0
26,2011-02,0
26,2011-03,10
26,2011-04,0
26,2011-05,10
26,2011-06,0
26,2011-07,0
26,2011-08,0
26,2011-09,0
26,2011-10,0
26,2011-11,20
26,2011-12,40
26,2012-01,0
26,2012-02,0
26,2012-03,0
26,2012-04,0
26,2012-05,0
26,2012-06,20
26,2012-07,10
26,2012-08,20
26,2012-09,0
26,2012-10,0
26,2012-11,20
26,2012-12,20
26,2013-01,0
26,2013-02,10
26,2013-03,0
26,2013-04,0
26,2013-05,0
26,2013-06,0
26,2013-07,0
26,2013-08,0
26,2013-09,0
26,2013-10,20
26,2013-11,0
26,2013-12,20
26,2014-01,0
26,2014-02,0
26,2014-03,0
26,2014-04,0
26,2014-05,0
26,2014-06,0
26,2014-07,0
26,2014-08,0
26,2014-09,0
26,2014-10,0
26,2014-11,10
26,2014-12,40
26,2015-01,20
26,2015-02,0
26,2015-03,0
26,2015-04,0
26,2015-05,0
26,2015-06,0
26,2015-07,0
26,2015-08,0
26,2015-09,0
26,2015-10,0
26,2015-11,0
26,2015-12,20
26,2016-01,20
26,2016-02,0
26,2016-03,0
26,2016-04,0
26,2016-05,0
26,2016-06,20
26,2016-07,0
26,2016-08,0
26,2016-09,0
26,2016-10,0
26,2016-11,0
26,2016-12,30
26,2017-01,20
26,2017-02,0
26,2017-03,0
26,2017-04,0
26,2017-05,0
26,2017-06,0
26,2017-07,0
26,2017-08,0
26,2017-09,0
26,2017-10,0
26,2017-11,20
26,2017-12,50
26,2018-01,0
26,2018-02,0
26,2018-03,0
26,2018-04,0
26,2018-05,10
26,2018-06,0
26,2018-07,10
26,2018-08,0
26,2018-09,20
26,2018-10,0
26,2018-11,20
26,2018-12,20
26,2019-01,0
26,2019-02,0
26,2019-03,0
26,2019-04,0
26,2019-05,20
26,2019-06,20
26,2019-07,0
26,2019-08,0
26,2019-09,0
26,2019-10,0
27,2010-01,0
27,2010-02,0
27,2010-03,0
27,2010-04,0
27,2010-05,20
27,2010-06,0
27,2010-07,20
27,2010-08,20
27,2010-09,0
27,2010-10,0
27,2010-11,0
27,2010-12,50
27,2011-01,0
27,2011-02,20
27,2011-03,0
27,2011-04,20
27,2011-05,0
27,2011-06,0
27,2011-07,0
27,2011-08,0
27,2011-09,0
27,2011-10,20
27,2011-11,0
27,2011-12,50
27,2012-01,10
27,2012-02,0
27,2012-03,0
27,2012-04,0
27,2012-05,10
27,2012-06,0
27,2012-07,0
27,2012-08,0
27,2012-09,0
27,2012-10,0
27,2012-11,0
27,2012-12,30
27,2013-01,0
27,2013-02,0
